Using device: cuda
Label distribution: {0: 49, 1: 28, 2: 21, 3: 28, 4: 21, 5: 42, 6: 35, 7: 21, 8: 35}
Block 0 distribution: {0: 7, 1: 4, 2: 3, 3: 4, 4: 3, 5: 6, 6: 5, 7: 3, 8: 5}
Block 1 distribution: {0: 7, 1: 4, 2: 3, 3: 4, 4: 3, 5: 6, 6: 5, 7: 3, 8: 5}
Block 2 distribution: {0: 7, 1: 4, 2: 3, 3: 4, 4: 3, 5: 6, 6: 5, 7: 3, 8: 5}
Block 3 distribution: {0: 7, 1: 4, 2: 3, 3: 4, 4: 3, 5: 6, 6: 5, 7: 3, 8: 5}
Block 4 distribution: {0: 7, 1: 4, 2: 3, 3: 4, 4: 3, 5: 6, 6: 5, 7: 3, 8: 5}
Block 5 distribution: {0: 7, 1: 4, 2: 3, 3: 4, 4: 3, 5: 6, 6: 5, 7: 3, 8: 5}
Block 6 distribution: {0: 7, 1: 4, 2: 3, 3: 4, 4: 3, 5: 6, 6: 5, 7: 3, 8: 5}
(7, 40, 5, 2)
Number of categories: 9
Fold 0 | Epoch 01 - train_acc: 0.172, train_loss: 2.195, val_acc: 0.175, val_loss: 2.194
Fold 1 | Epoch 70 - train_acc: 0.200, train_loss: 2.102, val_acc: 0.075, val_loss: 5.032
Fold 1 | Epoch 71 - train_acc: 0.199, train_loss: 2.102, val_acc: 0.075, val_loss: 5.043
Fold 1 | Epoch 72 - train_acc: 0.200, train_loss: 2.101, val_acc: 0.075, val_loss: 5.637
Fold 1 | Epoch 73 - train_acc: 0.199, train_loss: 2.101, val_acc: 0.075, val_loss: 6.690
Fold 1 | Epoch 74 - train_acc: 0.200, train_loss: 2.100, val_acc: 0.075, val_loss: 7.754
Fold 1 | Epoch 75 - train_acc: 0.202, train_loss: 2.100, val_acc: 0.075, val_loss: 7.253
Fold 1 | Epoch 76 - train_acc: 0.200, train_loss: 2.099, val_acc: 0.075, val_loss: 6.042
Epoch 00077: reducing learning rate of group 0 to 1.3107e-05.
Fold 1 | Epoch 77 - train_acc: 0.200, train_loss: 2.099, val_acc: 0.075, val_loss: 4.191
Fold 1 | Epoch 78 - train_acc: 0.199, train_loss: 2.098, val_acc: 0.102, val_loss: 2.940
Fold 1 | Epoch 79 - train_acc: 0.201, train_loss: 2.098, val_acc: 0.110, val_loss: 2.245
Fold 1 | Epoch 80 - train_acc: 0.203, train_loss: 2.098, val_acc: 0.160, val_loss: 2.322
Fold 1 | Epoch 81 - train_acc: 0.203, train_loss: 2.097, val_acc: 0.175, val_loss: 3.866
Fold 1 | Epoch 82 - train_acc: 0.201, train_loss: 2.097, val_acc: 0.175, val_loss: 8.312
Fold 1 | Epoch 83 - train_acc: 0.203, train_loss: 2.096, val_acc: 0.175, val_loss: 7.111
Fold 1 | Epoch 84 - train_acc: 0.203, train_loss: 2.096, val_acc: 0.175, val_loss: 6.537
Fold 1 | Epoch 85 - train_acc: 0.202, train_loss: 2.096, val_acc: 0.175, val_loss: 5.517
Fold 1 | Epoch 86 - train_acc: 0.203, train_loss: 2.095, val_acc: 0.175, val_loss: 3.221
Fold 1 | Epoch 87 - train_acc: 0.203, train_loss: 2.095, val_acc: 0.182, val_loss: 2.188
Fold 1 | Epoch 88 - train_acc: 0.203, train_loss: 2.095, val_acc: 0.083, val_loss: 2.400
Fold 1 | Epoch 89 - train_acc: 0.203, train_loss: 2.094, val_acc: 0.075, val_loss: 2.574
Fold 1 | Epoch 90 - train_acc: 0.203, train_loss: 2.094, val_acc: 0.075, val_loss: 2.847
Fold 1 | Epoch 91 - train_acc: 0.203, train_loss: 2.093, val_acc: 0.075, val_loss: 4.295
Fold 1 | Epoch 92 - train_acc: 0.205, train_loss: 2.093, val_acc: 0.075, val_loss: 5.581
Fold 1 | Epoch 93 - train_acc: 0.204, train_loss: 2.093, val_acc: 0.075, val_loss: 6.912
Fold 1 | Epoch 94 - train_acc: 0.204, train_loss: 2.092, val_acc: 0.075, val_loss: 7.728
Fold 1 | Epoch 95 - train_acc: 0.205, train_loss: 2.092, val_acc: 0.075, val_loss: 8.272
Fold 1 | Epoch 96 - train_acc: 0.206, train_loss: 2.091, val_acc: 0.075, val_loss: 9.466
Fold 1 | Epoch 97 - train_acc: 0.204, train_loss: 2.091, val_acc: 0.075, val_loss: 11.077
Epoch 00098: reducing learning rate of group 0 to 1.0486e-05.
Fold 1 | Epoch 98 - train_acc: 0.204, train_loss: 2.090, val_acc: 0.075, val_loss: 11.821
Fold 1 | Epoch 99 - train_acc: 0.205, train_loss: 2.090, val_acc: 0.075, val_loss: 10.938
Fold 1 | Epoch 100 - train_acc: 0.207, train_loss: 2.090, val_acc: 0.075, val_loss: 9.683
Fold 1 | Epoch 101 - train_acc: 0.206, train_loss: 2.089, val_acc: 0.075, val_loss: 8.364
Fold 1 | Epoch 102 - train_acc: 0.206, train_loss: 2.089, val_acc: 0.075, val_loss: 7.731
Fold 1 | Epoch 103 - train_acc: 0.206, train_loss: 2.089, val_acc: 0.075, val_loss: 6.100
Fold 1 | Epoch 104 - train_acc: 0.206, train_loss: 2.088, val_acc: 0.075, val_loss: 4.384
Fold 1 | Epoch 105 - train_acc: 0.205, train_loss: 2.088, val_acc: 0.075, val_loss: 4.034
Fold 1 | Epoch 106 - train_acc: 0.206, train_loss: 2.088, val_acc: 0.075, val_loss: 3.814
Fold 1 | Epoch 107 - train_acc: 0.208, train_loss: 2.087, val_acc: 0.075, val_loss: 3.100
Fold 1 | Epoch 108 - train_acc: 0.207, train_loss: 2.087, val_acc: 0.075, val_loss: 3.419
Epoch 00109: reducing learning rate of group 0 to 8.3886e-06.
Fold 1 | Epoch 109 - train_acc: 0.207, train_loss: 2.087, val_acc: 0.080, val_loss: 2.587
Fold 1 | Epoch 110 - train_acc: 0.208, train_loss: 2.087, val_acc: 0.095, val_loss: 2.256
Fold 1 | Epoch 111 - train_acc: 0.206, train_loss: 2.086, val_acc: 0.087, val_loss: 2.232
Fold 1 | Epoch 112 - train_acc: 0.207, train_loss: 2.086, val_acc: 0.180, val_loss: 2.250
Fold 1 | Epoch 113 - train_acc: 0.206, train_loss: 2.086, val_acc: 0.175, val_loss: 3.008
Fold 1 | Epoch 114 - train_acc: 0.208, train_loss: 2.085, val_acc: 0.182, val_loss: 2.390
Fold 1 | Epoch 115 - train_acc: 0.208, train_loss: 2.085, val_acc: 0.172, val_loss: 2.174
Fold 1 | Epoch 116 - train_acc: 0.208, train_loss: 2.085, val_acc: 0.175, val_loss: 2.962
Fold 1 | Epoch 117 - train_acc: 0.206, train_loss: 2.085, val_acc: 0.180, val_loss: 2.348
Fold 1 | Epoch 118 - train_acc: 0.209, train_loss: 2.084, val_acc: 0.185, val_loss: 2.222
Fold 1 | Epoch 119 - train_acc: 0.208, train_loss: 2.084, val_acc: 0.117, val_loss: 2.193
Fold 1 | Epoch 120 - train_acc: 0.210, train_loss: 2.084, val_acc: 0.098, val_loss: 2.297
Fold 1 | Epoch 121 - train_acc: 0.208, train_loss: 2.083, val_acc: 0.087, val_loss: 2.489
Fold 1 | Epoch 122 - train_acc: 0.207, train_loss: 2.083, val_acc: 0.077, val_loss: 2.765
Fold 1 | Epoch 123 - train_acc: 0.209, train_loss: 2.083, val_acc: 0.117, val_loss: 2.247
Fold 1 | Epoch 124 - train_acc: 0.209, train_loss: 2.083, val_acc: 0.188, val_loss: 2.168
Fold 1 | Epoch 125 - train_acc: 0.209, train_loss: 2.083, val_acc: 0.188, val_loss: 2.256
Fold 1 | Epoch 126 - train_acc: 0.209, train_loss: 2.082, val_acc: 0.195, val_loss: 2.208
Fold 1 | Epoch 127 - train_acc: 0.209, train_loss: 2.082, val_acc: 0.087, val_loss: 2.282
Fold 1 | Epoch 128 - train_acc: 0.207, train_loss: 2.082, val_acc: 0.075, val_loss: 2.764
Fold 1 | Epoch 129 - train_acc: 0.209, train_loss: 2.081, val_acc: 0.075, val_loss: 3.179
Fold 1 | Epoch 130 - train_acc: 0.209, train_loss: 2.081, val_acc: 0.075, val_loss: 3.202
Fold 1 | Epoch 131 - train_acc: 0.210, train_loss: 2.081, val_acc: 0.075, val_loss: 3.569
Fold 1 | Epoch 132 - train_acc: 0.211, train_loss: 2.081, val_acc: 0.075, val_loss: 3.438
Fold 1 | Epoch 133 - train_acc: 0.209, train_loss: 2.080, val_acc: 0.075, val_loss: 3.171
Fold 1 | Epoch 134 - train_acc: 0.211, train_loss: 2.080, val_acc: 0.075, val_loss: 2.827
Fold 1 | Epoch 135 - train_acc: 0.212, train_loss: 2.080, val_acc: 0.077, val_loss: 2.596
Fold 1 | Epoch 136 - train_acc: 0.212, train_loss: 2.079, val_acc: 0.075, val_loss: 3.008
Epoch 00137: reducing learning rate of group 0 to 6.7109e-06.
Fold 1 | Epoch 137 - train_acc: 0.214, train_loss: 2.079, val_acc: 0.075, val_loss: 4.424
Fold 1 | Epoch 138 - train_acc: 0.213, train_loss: 2.079, val_acc: 0.075, val_loss: 4.473
Fold 1 | Epoch 139 - train_acc: 0.213, train_loss: 2.079, val_acc: 0.075, val_loss: 4.630
Fold 1 | Epoch 140 - train_acc: 0.213, train_loss: 2.079, val_acc: 0.075, val_loss: 5.035
Fold 1 | Epoch 141 - train_acc: 0.213, train_loss: 2.078, val_acc: 0.075, val_loss: 4.685
Fold 1 | Epoch 142 - train_acc: 0.215, train_loss: 2.078, val_acc: 0.075, val_loss: 4.041
Fold 1 | Epoch 143 - train_acc: 0.214, train_loss: 2.078, val_acc: 0.075, val_loss: 3.548
Fold 1 | Epoch 144 - train_acc: 0.215, train_loss: 2.078, val_acc: 0.075, val_loss: 2.984
Fold 1 | Epoch 145 - train_acc: 0.216, train_loss: 2.077, val_acc: 0.080, val_loss: 2.539
Fold 1 | Epoch 146 - train_acc: 0.213, train_loss: 2.077, val_acc: 0.077, val_loss: 2.510
Fold 1 | Epoch 147 - train_acc: 0.217, train_loss: 2.077, val_acc: 0.080, val_loss: 2.436
Epoch 00148: reducing learning rate of group 0 to 5.3687e-06.
Fold 1 | Epoch 148 - train_acc: 0.215, train_loss: 2.077, val_acc: 0.085, val_loss: 2.321
Fold 1 | Epoch 149 - train_acc: 0.214, train_loss: 2.077, val_acc: 0.182, val_loss: 2.189
Fold 1 | Epoch 150 - train_acc: 0.216, train_loss: 2.076, val_acc: 0.182, val_loss: 2.506
[sub3-Fold1] BEST test_acc=0.170
Confusion matrix:
 [[58  0  2  2  0  0  8  0  0]
 [31  0  0  2  0  0  7  0  0]
 [27  0  0  0  0  0  3  0  0]
 [32  0  0  0  0  0  8  0  0]
 [25  0  0  0  0  0  5  0  0]
 [49  0  0  0  0  0 11  0  0]
 [40  0  0  0  0  0 10  0  0]
 [27  0  0  0  0  0  3  0  0]
 [47  0  0  0  0  0  3  0  0]]
Fold 2 | Epoch 01 - train_acc: 0.101, train_loss: 2.195, val_acc: 0.125, val_loss: 2.192
Fold 2 | Epoch 02 - train_acc: 0.104, train_loss: 2.193, val_acc: 0.138, val_loss: 2.189
Fold 2 | Epoch 03 - train_acc: 0.119, train_loss: 2.191, val_acc: 0.188, val_loss: 2.187
Fold 2 | Epoch 04 - train_acc: 0.136, train_loss: 2.189, val_acc: 0.185, val_loss: 2.184
Fold 2 | Epoch 05 - train_acc: 0.173, train_loss: 2.187, val_acc: 0.175, val_loss: 2.180
Fold 2 | Epoch 06 - train_acc: 0.177, train_loss: 2.185, val_acc: 0.175, val_loss: 2.176
Fold 2 | Epoch 07 - train_acc: 0.182, train_loss: 2.182, val_acc: 0.175, val_loss: 2.170
Fold 2 | Epoch 08 - train_acc: 0.185, train_loss: 2.180, val_acc: 0.175, val_loss: 2.163
Fold 2 | Epoch 09 - train_acc: 0.190, train_loss: 2.177, val_acc: 0.175, val_loss: 2.157
Fold 2 | Epoch 10 - train_acc: 0.184, train_loss: 2.175, val_acc: 0.175, val_loss: 2.148
Fold 2 | Epoch 11 - train_acc: 0.181, train_loss: 2.172, val_acc: 0.175, val_loss: 2.145
Fold 2 | Epoch 12 - train_acc: 0.180, train_loss: 2.168, val_acc: 0.175, val_loss: 2.170
Fold 2 | Epoch 13 - train_acc: 0.176, train_loss: 2.165, val_acc: 0.175, val_loss: 2.277
Epoch 00014: reducing learning rate of group 0 to 4.0000e-05.
Fold 2 | Epoch 14 - train_acc: 0.175, train_loss: 2.161, val_acc: 0.175, val_loss: 2.572
Fold 2 | Epoch 15 - train_acc: 0.175, train_loss: 2.158, val_acc: 0.175, val_loss: 2.912
Fold 2 | Epoch 16 - train_acc: 0.175, train_loss: 2.155, val_acc: 0.175, val_loss: 3.172
Fold 2 | Epoch 17 - train_acc: 0.175, train_loss: 2.152, val_acc: 0.175, val_loss: 3.631
Fold 2 | Epoch 18 - train_acc: 0.175, train_loss: 2.150, val_acc: 0.175, val_loss: 4.218
Fold 2 | Epoch 19 - train_acc: 0.175, train_loss: 2.147, val_acc: 0.175, val_loss: 5.423
Fold 2 | Epoch 20 - train_acc: 0.175, train_loss: 2.145, val_acc: 0.175, val_loss: 6.462
Fold 2 | Epoch 21 - train_acc: 0.175, train_loss: 2.143, val_acc: 0.175, val_loss: 8.194
Fold 2 | Epoch 22 - train_acc: 0.175, train_loss: 2.141, val_acc: 0.175, val_loss: 10.200
Fold 2 | Epoch 23 - train_acc: 0.176, train_loss: 2.140, val_acc: 0.175, val_loss: 11.107
Fold 2 | Epoch 24 - train_acc: 0.177, train_loss: 2.138, val_acc: 0.175, val_loss: 12.714
Epoch 00025: reducing learning rate of group 0 to 3.2000e-05.
Fold 2 | Epoch 25 - train_acc: 0.179, train_loss: 2.137, val_acc: 0.175, val_loss: 15.362
Fold 2 | Epoch 26 - train_acc: 0.180, train_loss: 2.135, val_acc: 0.175, val_loss: 20.065
Fold 2 | Epoch 27 - train_acc: 0.183, train_loss: 2.134, val_acc: 0.175, val_loss: 23.927
Fold 2 | Epoch 28 - train_acc: 0.189, train_loss: 2.133, val_acc: 0.175, val_loss: 27.022
Fold 2 | Epoch 29 - train_acc: 0.188, train_loss: 2.132, val_acc: 0.175, val_loss: 29.832
Fold 2 | Epoch 30 - train_acc: 0.188, train_loss: 2.131, val_acc: 0.175, val_loss: 32.998
Fold 2 | Epoch 31 - train_acc: 0.190, train_loss: 2.130, val_acc: 0.175, val_loss: 32.363
Fold 2 | Epoch 32 - train_acc: 0.190, train_loss: 2.129, val_acc: 0.175, val_loss: 32.331
Fold 2 | Epoch 33 - train_acc: 0.189, train_loss: 2.127, val_acc: 0.175, val_loss: 32.072
Fold 2 | Epoch 34 - train_acc: 0.191, train_loss: 2.126, val_acc: 0.175, val_loss: 30.015
Fold 2 | Epoch 35 - train_acc: 0.190, train_loss: 2.125, val_acc: 0.175, val_loss: 31.817
Epoch 00036: reducing learning rate of group 0 to 2.5600e-05.
Fold 2 | Epoch 36 - train_acc: 0.194, train_loss: 2.124, val_acc: 0.175, val_loss: 31.253
Fold 2 | Epoch 37 - train_acc: 0.194, train_loss: 2.123, val_acc: 0.175, val_loss: 26.972
Fold 2 | Epoch 38 - train_acc: 0.193, train_loss: 2.123, val_acc: 0.175, val_loss: 26.281
Fold 2 | Epoch 39 - train_acc: 0.193, train_loss: 2.122, val_acc: 0.175, val_loss: 23.370
Fold 2 | Epoch 40 - train_acc: 0.194, train_loss: 2.121, val_acc: 0.175, val_loss: 23.424
Fold 2 | Epoch 41 - train_acc: 0.194, train_loss: 2.120, val_acc: 0.175, val_loss: 22.479
Fold 2 | Epoch 42 - train_acc: 0.196, train_loss: 2.120, val_acc: 0.175, val_loss: 16.986
Fold 2 | Epoch 43 - train_acc: 0.197, train_loss: 2.119, val_acc: 0.175, val_loss: 12.835
Fold 2 | Epoch 44 - train_acc: 0.198, train_loss: 2.118, val_acc: 0.175, val_loss: 11.509
Fold 2 | Epoch 45 - train_acc: 0.198, train_loss: 2.117, val_acc: 0.175, val_loss: 12.383
Fold 2 | Epoch 46 - train_acc: 0.201, train_loss: 2.117, val_acc: 0.175, val_loss: 14.113
Epoch 00047: reducing learning rate of group 0 to 2.0480e-05.
Fold 2 | Epoch 47 - train_acc: 0.200, train_loss: 2.116, val_acc: 0.175, val_loss: 13.832
Fold 2 | Epoch 48 - train_acc: 0.200, train_loss: 2.115, val_acc: 0.175, val_loss: 13.756
Fold 2 | Epoch 49 - train_acc: 0.200, train_loss: 2.115, val_acc: 0.175, val_loss: 13.934
Fold 2 | Epoch 50 - train_acc: 0.200, train_loss: 2.114, val_acc: 0.175, val_loss: 13.085
Fold 2 | Epoch 51 - train_acc: 0.199, train_loss: 2.113, val_acc: 0.175, val_loss: 13.804
Fold 2 | Epoch 52 - train_acc: 0.199, train_loss: 2.113, val_acc: 0.175, val_loss: 13.305
Fold 2 | Epoch 53 - train_acc: 0.199, train_loss: 2.112, val_acc: 0.175, val_loss: 9.103
Fold 2 | Epoch 54 - train_acc: 0.198, train_loss: 2.111, val_acc: 0.175, val_loss: 4.298
Fold 2 | Epoch 55 - train_acc: 0.200, train_loss: 2.111, val_acc: 0.175, val_loss: 3.872
Fold 2 | Epoch 56 - train_acc: 0.200, train_loss: 2.110, val_acc: 0.175, val_loss: 3.641
Fold 2 | Epoch 57 - train_acc: 0.200, train_loss: 2.110, val_acc: 0.175, val_loss: 3.888
Epoch 00058: reducing learning rate of group 0 to 1.6384e-05.
Fold 2 | Epoch 58 - train_acc: 0.201, train_loss: 2.109, val_acc: 0.175, val_loss: 4.407
Fold 2 | Epoch 59 - train_acc: 0.202, train_loss: 2.108, val_acc: 0.175, val_loss: 4.443
Fold 2 | Epoch 60 - train_acc: 0.201, train_loss: 2.108, val_acc: 0.175, val_loss: 3.364
Fold 2 | Epoch 61 - train_acc: 0.201, train_loss: 2.108, val_acc: 0.180, val_loss: 2.464
Fold 2 | Epoch 62 - train_acc: 0.202, train_loss: 2.107, val_acc: 0.180, val_loss: 2.151
Fold 2 | Epoch 63 - train_acc: 0.204, train_loss: 2.107, val_acc: 0.175, val_loss: 2.199
Fold 2 | Epoch 64 - train_acc: 0.203, train_loss: 2.106, val_acc: 0.175, val_loss: 3.306
Fold 2 | Epoch 65 - train_acc: 0.204, train_loss: 2.106, val_acc: 0.175, val_loss: 3.747
Fold 2 | Epoch 66 - train_acc: 0.203, train_loss: 2.105, val_acc: 0.175, val_loss: 8.196
Fold 2 | Epoch 67 - train_acc: 0.202, train_loss: 2.105, val_acc: 0.175, val_loss: 12.076
Fold 2 | Epoch 68 - train_acc: 0.201, train_loss: 2.104, val_acc: 0.175, val_loss: 14.655
Epoch 00069: reducing learning rate of group 0 to 1.3107e-05.
Fold 2 | Epoch 69 - train_acc: 0.203, train_loss: 2.104, val_acc: 0.175, val_loss: 12.840
Fold 2 | Epoch 70 - train_acc: 0.203, train_loss: 2.103, val_acc: 0.175, val_loss: 11.819
Fold 2 | Epoch 71 - train_acc: 0.205, train_loss: 2.103, val_acc: 0.175, val_loss: 11.680
Fold 2 | Epoch 72 - train_acc: 0.205, train_loss: 2.103, val_acc: 0.175, val_loss: 11.390
Fold 2 | Epoch 73 - train_acc: 0.204, train_loss: 2.102, val_acc: 0.175, val_loss: 10.760
Fold 2 | Epoch 74 - train_acc: 0.204, train_loss: 2.102, val_acc: 0.175, val_loss: 9.785
Fold 2 | Epoch 75 - train_acc: 0.204, train_loss: 2.102, val_acc: 0.175, val_loss: 8.272
Fold 2 | Epoch 76 - train_acc: 0.203, train_loss: 2.101, val_acc: 0.175, val_loss: 8.418
Fold 2 | Epoch 77 - train_acc: 0.203, train_loss: 2.101, val_acc: 0.175, val_loss: 9.472
Fold 2 | Epoch 78 - train_acc: 0.204, train_loss: 2.101, val_acc: 0.175, val_loss: 9.347
Fold 2 | Epoch 79 - train_acc: 0.204, train_loss: 2.100, val_acc: 0.175, val_loss: 10.384
Epoch 00080: reducing learning rate of group 0 to 1.0486e-05.
Fold 2 | Epoch 80 - train_acc: 0.204, train_loss: 2.100, val_acc: 0.175, val_loss: 9.521
Fold 2 | Epoch 81 - train_acc: 0.205, train_loss: 2.099, val_acc: 0.175, val_loss: 7.852
Fold 2 | Epoch 82 - train_acc: 0.205, train_loss: 2.099, val_acc: 0.175, val_loss: 7.820
Fold 2 | Epoch 83 - train_acc: 0.205, train_loss: 2.099, val_acc: 0.175, val_loss: 6.676
Fold 2 | Epoch 84 - train_acc: 0.205, train_loss: 2.099, val_acc: 0.175, val_loss: 5.458
Fold 2 | Epoch 85 - train_acc: 0.205, train_loss: 2.098, val_acc: 0.175, val_loss: 4.991
Fold 2 | Epoch 86 - train_acc: 0.205, train_loss: 2.098, val_acc: 0.175, val_loss: 4.254
Fold 2 | Epoch 87 - train_acc: 0.205, train_loss: 2.098, val_acc: 0.175, val_loss: 4.053
Fold 2 | Epoch 88 - train_acc: 0.207, train_loss: 2.097, val_acc: 0.175, val_loss: 3.800
Fold 2 | Epoch 89 - train_acc: 0.207, train_loss: 2.097, val_acc: 0.175, val_loss: 4.529
Fold 2 | Epoch 90 - train_acc: 0.206, train_loss: 2.097, val_acc: 0.175, val_loss: 5.441
Epoch 00091: reducing learning rate of group 0 to 8.3886e-06.
Fold 2 | Epoch 91 - train_acc: 0.205, train_loss: 2.097, val_acc: 0.175, val_loss: 7.035
Fold 2 | Epoch 92 - train_acc: 0.204, train_loss: 2.096, val_acc: 0.175, val_loss: 7.255
Fold 2 | Epoch 93 - train_acc: 0.203, train_loss: 2.096, val_acc: 0.175, val_loss: 7.698
Fold 2 | Epoch 94 - train_acc: 0.203, train_loss: 2.096, val_acc: 0.175, val_loss: 6.767
Fold 2 | Epoch 95 - train_acc: 0.204, train_loss: 2.095, val_acc: 0.175, val_loss: 5.916
Fold 2 | Epoch 96 - train_acc: 0.206, train_loss: 2.095, val_acc: 0.175, val_loss: 5.549
Fold 2 | Epoch 97 - train_acc: 0.203, train_loss: 2.095, val_acc: 0.175, val_loss: 5.759
Fold 2 | Epoch 98 - train_acc: 0.205, train_loss: 2.095, val_acc: 0.175, val_loss: 5.001
Fold 2 | Epoch 99 - train_acc: 0.205, train_loss: 2.095, val_acc: 0.175, val_loss: 4.335
Fold 2 | Epoch 100 - train_acc: 0.204, train_loss: 2.094, val_acc: 0.175, val_loss: 3.661
Fold 2 | Epoch 101 - train_acc: 0.205, train_loss: 2.094, val_acc: 0.175, val_loss: 4.444
Epoch 00102: reducing learning rate of group 0 to 6.7109e-06.
Fold 2 | Epoch 102 - train_acc: 0.204, train_loss: 2.094, val_acc: 0.175, val_loss: 6.327
Fold 2 | Epoch 103 - train_acc: 0.205, train_loss: 2.094, val_acc: 0.175, val_loss: 6.011
Fold 2 | Epoch 104 - train_acc: 0.207, train_loss: 2.093, val_acc: 0.175, val_loss: 5.580
Fold 2 | Epoch 105 - train_acc: 0.206, train_loss: 2.093, val_acc: 0.175, val_loss: 5.187
Fold 2 | Epoch 106 - train_acc: 0.208, train_loss: 2.093, val_acc: 0.175, val_loss: 5.126
Fold 2 | Epoch 107 - train_acc: 0.205, train_loss: 2.093, val_acc: 0.175, val_loss: 5.042
Fold 2 | Epoch 108 - train_acc: 0.207, train_loss: 2.093, val_acc: 0.175, val_loss: 3.958
Fold 2 | Epoch 109 - train_acc: 0.207, train_loss: 2.092, val_acc: 0.175, val_loss: 2.941
Fold 2 | Epoch 110 - train_acc: 0.208, train_loss: 2.092, val_acc: 0.175, val_loss: 2.696
Fold 2 | Epoch 111 - train_acc: 0.209, train_loss: 2.092, val_acc: 0.185, val_loss: 2.414
Fold 2 | Epoch 112 - train_acc: 0.208, train_loss: 2.092, val_acc: 0.180, val_loss: 2.586
Epoch 00113: reducing learning rate of group 0 to 5.3687e-06.
Fold 2 | Epoch 113 - train_acc: 0.206, train_loss: 2.092, val_acc: 0.175, val_loss: 2.997
Fold 2 | Epoch 114 - train_acc: 0.210, train_loss: 2.091, val_acc: 0.175, val_loss: 3.981
Fold 2 | Epoch 115 - train_acc: 0.208, train_loss: 2.091, val_acc: 0.175, val_loss: 3.491
Fold 2 | Epoch 116 - train_acc: 0.209, train_loss: 2.091, val_acc: 0.175, val_loss: 3.259
Fold 2 | Epoch 117 - train_acc: 0.209, train_loss: 2.091, val_acc: 0.177, val_loss: 2.716
Fold 2 | Epoch 118 - train_acc: 0.210, train_loss: 2.091, val_acc: 0.175, val_loss: 3.058
Fold 2 | Epoch 119 - train_acc: 0.211, train_loss: 2.091, val_acc: 0.175, val_loss: 2.918
Fold 2 | Epoch 120 - train_acc: 0.209, train_loss: 2.091, val_acc: 0.175, val_loss: 2.877
Fold 2 | Epoch 121 - train_acc: 0.208, train_loss: 2.091, val_acc: 0.175, val_loss: 3.536
Fold 2 | Epoch 122 - train_acc: 0.209, train_loss: 2.090, val_acc: 0.175, val_loss: 2.917
Fold 2 | Epoch 123 - train_acc: 0.210, train_loss: 2.090, val_acc: 0.175, val_loss: 2.703
Epoch 00124: reducing learning rate of group 0 to 4.2950e-06.
Fold 2 | Epoch 124 - train_acc: 0.210, train_loss: 2.090, val_acc: 0.175, val_loss: 2.778
Fold 2 | Epoch 125 - train_acc: 0.211, train_loss: 2.090, val_acc: 0.175, val_loss: 3.085
Fold 2 | Epoch 126 - train_acc: 0.210, train_loss: 2.090, val_acc: 0.175, val_loss: 3.586
Fold 2 | Epoch 127 - train_acc: 0.210, train_loss: 2.090, val_acc: 0.175, val_loss: 3.904
Fold 2 | Epoch 128 - train_acc: 0.212, train_loss: 2.089, val_acc: 0.175, val_loss: 4.231
Fold 2 | Epoch 129 - train_acc: 0.210, train_loss: 2.089, val_acc: 0.175, val_loss: 4.213
Fold 2 | Epoch 130 - train_acc: 0.210, train_loss: 2.089, val_acc: 0.175, val_loss: 4.724
Fold 2 | Epoch 131 - train_acc: 0.209, train_loss: 2.089, val_acc: 0.175, val_loss: 5.315
Fold 2 | Epoch 132 - train_acc: 0.211, train_loss: 2.089, val_acc: 0.175, val_loss: 5.881
Fold 2 | Epoch 133 - train_acc: 0.210, train_loss: 2.089, val_acc: 0.175, val_loss: 5.606
Fold 2 | Epoch 134 - train_acc: 0.210, train_loss: 2.089, val_acc: 0.175, val_loss: 4.676
Epoch 00135: reducing learning rate of group 0 to 3.4360e-06.
Fold 2 | Epoch 135 - train_acc: 0.210, train_loss: 2.089, val_acc: 0.175, val_loss: 4.401
Fold 2 | Epoch 136 - train_acc: 0.210, train_loss: 2.089, val_acc: 0.175, val_loss: 4.834
Fold 2 | Epoch 137 - train_acc: 0.211, train_loss: 2.088, val_acc: 0.175, val_loss: 3.981
Fold 2 | Epoch 138 - train_acc: 0.211, train_loss: 2.088, val_acc: 0.175, val_loss: 3.738
Fold 2 | Epoch 139 - train_acc: 0.209, train_loss: 2.088, val_acc: 0.175, val_loss: 3.841
Fold 2 | Epoch 140 - train_acc: 0.211, train_loss: 2.088, val_acc: 0.175, val_loss: 3.739
Fold 2 | Epoch 141 - train_acc: 0.210, train_loss: 2.088, val_acc: 0.175, val_loss: 5.650
Fold 2 | Epoch 142 - train_acc: 0.210, train_loss: 2.088, val_acc: 0.175, val_loss: 6.096
Fold 2 | Epoch 143 - train_acc: 0.211, train_loss: 2.088, val_acc: 0.175, val_loss: 6.680
Fold 2 | Epoch 144 - train_acc: 0.210, train_loss: 2.088, val_acc: 0.175, val_loss: 6.478
Fold 2 | Epoch 145 - train_acc: 0.211, train_loss: 2.088, val_acc: 0.175, val_loss: 7.008
Epoch 00146: reducing learning rate of group 0 to 2.7488e-06.
Fold 2 | Epoch 146 - train_acc: 0.210, train_loss: 2.088, val_acc: 0.175, val_loss: 7.109
Fold 2 | Epoch 147 - train_acc: 0.211, train_loss: 2.088, val_acc: 0.175, val_loss: 6.060
Fold 2 | Epoch 148 - train_acc: 0.211, train_loss: 2.087, val_acc: 0.175, val_loss: 5.750
